,out-degree-weight,in-degree-weight,out-degree,in-degree,bot,bc,lcc,ac
195.161.53.2,0.0,8.0,0.0,4.0,0,0.0,0.0,1.323132511065352e-06
178.63.100.118,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.98.64.65,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
212.95.58.71,0.0,13.0,0.0,2.0,0,0.0,0.0,1.8504679321421224e-06
91.197.131.12,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
88.198.112.188,0.0,140.0,0.0,35.0,0,0.0,0.0,1.5244787627492095e-05
193.232.146.170,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
46.17.40.43,0.0,326.0,0.0,79.0,0,0.0,0.0,3.4861665291547964e-05
173.255.235.206,0.0,8.0,0.0,2.0,0,0.0,0.0,1.3231325110653517e-06
98.124.193.1,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
81.222.87.243,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
109.237.213.143,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
76.76.16.40,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039354e-07
195.216.243.104,0.0,33.0,0.0,11.0,0,0.0,0.0,3.959809616449205e-06
212.20.0.126,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
78.159.115.163,0.0,8.0,0.0,2.0,0,0.0,0.0,1.3231325110653517e-06
194.67.2.109,0.0,32.0,0.0,12.0,0,0.0,0.0,3.854342532233851e-06
207.192.70.10,0.0,3.0,0.0,1.0,0,0.0,0.0,7.957970899885813e-07
213.248.61.34,0.0,75.0,0.0,19.0,0,0.0,0.0,8.389427153494078e-06
216.98.150.236,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
208.67.174.53,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
194.67.7.1,0.0,47.0,0.0,20.0,0,0.0,0.0,5.436348795464162e-06
195.98.32.193,0.0,18.0,0.0,8.0,0,0.0,0.0,2.3778033532188933e-06
65.19.178.10,0.0,15.0,0.0,4.0,0,0.0,0.0,2.0614021005728305e-06
62.165.32.250,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
81.25.161.2,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
95.131.31.150,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
88.212.221.11,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233851e-06
217.118.84.65,0.0,22.0,0.0,10.0,0,0.0,0.0,2.79967169008031e-06
217.150.32.19,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
194.135.30.55,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
89.108.78.105,0.0,37.0,0.0,17.0,0,0.0,0.0,4.381677953310621e-06
85.91.99.99,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
91.224.141.100,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
81.176.76.66,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
192.36.125.2,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
137.39.1.3,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
212.89.225.134,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
217.67.30.16,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267684e-06
194.0.12.1,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
212.89.225.164,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
64.120.142.5,0.0,412.0,0.0,103.0,0,0.0,0.0,4.393183453406841e-05
195.98.32.200,0.0,18.0,0.0,8.0,0,0.0,0.0,2.3778033532188933e-06
217.118.84.9,0.0,7.0,0.0,3.0,0,0.0,0.0,1.2176654268499977e-06
89.108.79.71,0.0,58.0,0.0,24.0,0,0.0,0.0,6.596486721833057e-06
77.246.145.1,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
213.132.77.44,0.0,21.0,0.0,10.0,0,0.0,0.0,2.6942046058649554e-06
188.40.106.4,0.0,32.0,0.0,10.0,0,0.0,0.0,3.854342532233851e-06
195.34.32.83,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
188.130.181.4,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
208.76.61.100,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
46.4.15.18,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
78.108.81.247,0.0,151.0,0.0,38.0,0,0.0,0.0,1.640492555386099e-05
67.15.69.162,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233851e-06
173.192.230.135,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
80.93.49.14,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
213.132.77.46,0.0,8.0,0.0,4.0,0,0.0,0.0,1.323132511065352e-06
217.118.66.243,0.0,16.0,0.0,6.0,0,0.0,0.0,2.1668691847881853e-06
217.118.66.244,0.0,8.0,0.0,3.0,0,0.0,0.0,1.323132511065352e-06
111.88.33.160,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
213.219.217.68,0.0,44.0,0.0,11.0,0,0.0,0.0,5.1199475428181e-06
89.104.64.10,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
208.109.255.100,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
207.218.223.162,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
89.108.124.168,0.0,5.0,0.0,2.0,0,0.0,0.0,1.0067312584192895e-06
89.208.32.116,0.0,64.0,0.0,16.0,0,0.0,0.0,7.2292892271251825e-06
168.95.5.28,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
89.108.82.176,0.0,10.0,0.0,5.0,0,0.0,0.0,1.53406667949606e-06
89.108.124.71,0.0,5.0,0.0,2.0,0,0.0,0.0,1.0067312584192895e-06
212.224.118.229,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
188.40.84.18,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
85.249.229.194,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
212.188.8.37,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
89.108.109.146,0.0,46.0,0.0,12.0,0,0.0,0.0,5.330881711248808e-06
89.108.124.74,0.0,6.0,0.0,3.0,0,0.0,0.0,1.1121983426346437e-06
195.209.10.37,0.0,28.0,0.0,7.0,0,0.0,0.0,3.4324741953724343e-06
89.108.124.28,0.0,4.0,0.0,2.0,0,0.0,0.0,9.012641742039355e-07
194.8.160.10,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
194.87.0.8,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
193.124.22.65,0.0,36.0,0.0,9.0,0,0.0,0.0,4.276210869095268e-06
213.186.117.20,0.0,10.0,0.0,2.0,0,0.0,0.0,1.53406667949606e-06
193.124.83.69,0.0,48.0,0.0,12.0,0,0.0,0.0,5.5418158796795175e-06
89.108.125.40,0.0,14.0,0.0,6.0,0,0.0,0.0,1.9559350163574764e-06
178.63.51.116,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
89.108.124.73,0.0,17.0,0.0,5.0,0,0.0,0.0,2.2723362690035393e-06
89.108.124.100,0.0,5.0,0.0,2.0,0,0.0,0.0,1.0067312584192895e-06
89.108.111.105,0.0,13.0,0.0,5.0,0,0.0,0.0,1.8504679321421224e-06
91.213.195.163,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
178.63.181.23,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
81.177.160.12,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
217.112.42.15,0.0,75.0,0.0,19.0,0,0.0,0.0,8.389427153494076e-06
199.249.121.1,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
89.208.43.57,0.0,18.0,0.0,9.0,0,0.0,0.0,2.3778033532188933e-06
195.14.104.6,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
178.63.64.194,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
193.29.206.1,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
69.64.74.153,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
46.17.41.43,0.0,256.0,0.0,64.0,0,0.0,0.0,2.7478969396473176e-05
194.213.49.253,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
89.108.120.174,0.0,236.0,0.0,118.0,0,0.0,0.0,2.5369627712166094e-05
89.108.122.151,0.0,262.0,0.0,131.0,0,0.0,0.0,2.81117719017653e-05
91.221.71.45,0.0,112.0,0.0,28.0,0,0.0,0.0,1.2291709269462181e-05
213.208.181.166,0.0,22.0,0.0,11.0,0,0.0,0.0,2.79967169008031e-06
74.54.219.178,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
195.128.51.62,0.0,52.0,0.0,13.0,0,0.0,0.0,5.963684216540933e-06
212.69.114.6,0.0,128.0,0.0,32.0,0,0.0,0.0,1.3979182616907847e-05
78.108.80.90,0.0,135.0,0.0,34.0,0,0.0,0.0,1.4717452206415324e-05
82.146.55.39,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
81.30.178.238,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
193.169.189.165,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
93.158.134.213,0.0,132.0,0.0,33.0,0,0.0,0.0,1.4401050953769261e-05
46.4.59.250,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.128.120.16,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
217.23.146.1,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
212.121.40.130,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
88.212.221.4,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
78.46.221.16,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
194.0.1.9,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
193.125.233.19,0.0,22.0,0.0,11.0,0,0.0,0.0,2.7996716900803094e-06
207.99.125.190,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
217.74.43.199,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
207.218.247.135,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
156.154.127.65,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
178.236.176.66,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
204.61.216.39,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
217.70.179.36,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
94.100.186.189,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
192.5.6.35,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
85.153.17.131,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
91.221.70.47,0.0,160.0,0.0,40.0,0,0.0,0.0,1.7354129311799177e-05
91.221.71.46,0.0,84.0,0.0,21.0,0,0.0,0.0,9.338630911432265e-06
193.125.233.9,0.0,8.0,0.0,4.0,0,0.0,0.0,1.323132511065352e-06
206.54.145.17,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
173.192.217.195,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
173.212.197.125,0.0,236.0,0.0,118.0,0,0.0,0.0,2.5369627712166094e-05
193.106.92.148,0.0,44.0,0.0,22.0,0,0.0,0.0,5.119947542818101e-06
195.16.89.69,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
173.212.197.124,0.0,260.0,0.0,130.0,0,0.0,0.0,2.7900837733334583e-05
194.87.50.128,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
188.65.208.29,0.0,36.0,0.0,9.0,0,0.0,0.0,4.276210869095268e-06
195.209.244.5,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
210.83.81.148,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
222.241.13.242,0.0,8.0,0.0,4.0,0,0.0,0.0,1.323132511065352e-06
91.204.73.66,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
69.175.58.2,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
61.17.216.86,0.0,20.0,0.0,1.0,0,0.0,0.0,2.5887375216496014e-06
193.106.93.114,0.0,28.0,0.0,7.0,0,0.0,0.0,3.4324741953724343e-06
89.249.18.119,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
80.253.15.30,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
192.162.16.18,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
212.120.173.34,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
88.198.10.142,0.0,272.0,0.0,68.0,0,0.0,0.0,2.9166442743918843e-05
178.170.144.119,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
174.121.225.47,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233852e-06
66.199.252.202,0.0,34.0,0.0,17.0,0,0.0,0.0,4.06527670066456e-06
46.4.74.189,0.0,51.0,0.0,13.0,0,0.0,0.0,5.858217132325579e-06
66.199.252.204,0.0,18.0,0.0,9.0,0,0.0,0.0,2.3778033532188933e-06
77.126.98.108,0.0,10.0,0.0,2.0,0,0.0,0.0,1.53406667949606e-06
213.85.107.146,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
79.137.236.5,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
89.175.251.227,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
78.108.89.252,0.0,168.0,0.0,42.0,0,0.0,0.0,1.819786598552201e-05
93.170.48.150,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
208.109.255.35,0.0,16.0,0.0,4.0,0,0.0,0.0,2.166869184788185e-06
67.19.46.48,0.0,8.0,0.0,2.0,0,0.0,0.0,1.3231325110653517e-06
75.125.160.133,0.0,44.0,0.0,11.0,0,0.0,0.0,5.119947542818101e-06
95.131.24.100,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
81.176.232.200,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
188.130.180.4,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
109.68.190.46,0.0,108.0,0.0,27.0,0,0.0,0.0,1.1869840932600765e-05
178.162.144.229,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
212.69.113.7,0.0,46.0,0.0,23.0,0,0.0,0.0,5.330881711248809e-06
91.190.113.251,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
64.70.19.70,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
109.68.190.45,0.0,132.0,0.0,33.0,0,0.0,0.0,1.4401050953769263e-05
77.221.130.250,0.0,116.0,0.0,29.0,0,0.0,0.0,1.2713577606323599e-05
94.229.67.91,0.0,172.0,0.0,43.0,0,0.0,0.0,1.8619734322383427e-05
217.16.18.72,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
217.10.35.5,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
194.67.27.115,0.0,11.0,0.0,3.0,0,0.0,0.0,1.6395337637114144e-06
195.222.130.67,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
192.41.162.31,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
194.67.28.62,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
83.243.66.34,0.0,52.0,0.0,13.0,0,0.0,0.0,5.963684216540933e-06
79.173.80.17,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039354e-07
81.25.162.118,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
74.55.81.164,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
156.154.124.65,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
62.75.246.151,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
204.147.180.6,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
83.243.66.38,0.0,28.0,0.0,14.0,0,0.0,0.0,3.4324741953724343e-06
188.143.165.2,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
89.108.108.33,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
87.245.143.44,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.64.193.162,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
188.93.210.165,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
92.38.229.145,0.0,20.0,0.0,10.0,0,0.0,0.0,2.5887375216496014e-06
192.92.129.99,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267684e-06
194.146.106.42,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
109.235.49.72,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
92.38.229.222,0.0,34.0,0.0,17.0,0,0.0,0.0,4.065276700664559e-06
193.232.122.13,0.0,17.0,0.0,3.0,0,0.0,0.0,2.272336269003539e-06
61.17.216.19,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
204.11.209.99,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
83.146.124.6,0.0,27.0,0.0,4.0,0,0.0,0.0,3.3270071111570803e-06
188.120.40.63,0.0,22.0,0.0,11.0,0,0.0,0.0,2.79967169008031e-06
46.4.74.170,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
195.225.57.17,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
91.143.48.42,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.2.240.2,0.0,9.0,0.0,4.0,0,0.0,0.0,1.428599595280706e-06
195.70.55.105,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
212.52.167.50,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
193.232.159.33,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
77.79.11.133,0.0,120.0,0.0,30.0,0,0.0,0.0,1.3135445943185011e-05
188.120.41.63,0.0,32.0,0.0,16.0,0,0.0,0.0,3.854342532233852e-06
93.170.48.157,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
85.93.128.3,0.0,68.0,0.0,17.0,0,0.0,0.0,7.6511575639866e-06
178.162.144.148,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
212.69.101.2,0.0,2.0,0.0,1.0,0,0.0,0.0,6.903300057732271e-07
193.169.178.59,0.0,164.0,0.0,41.0,0,0.0,0.0,1.7775997648660595e-05
85.153.17.132,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
64.95.64.197,0.0,15.0,0.0,1.0,0,0.0,0.0,2.0614021005728305e-06
85.93.129.3,0.0,48.0,0.0,12.0,0,0.0,0.0,5.5418158796795175e-06
192.36.133.107,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.208.224.98,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
84.52.96.21,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
46.4.101.246,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
217.174.104.171,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
212.45.0.3,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.238.246.127,0.0,2.0,0.0,1.0,0,0.0,0.0,6.903300057732271e-07
81.222.136.240,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
80.250.181.28,0.0,28.0,0.0,7.0,0,0.0,0.0,3.4324741953724343e-06
198.6.1.65,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
93.170.48.100,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
91.209.127.4,0.0,70.0,0.0,18.0,0,0.0,0.0,7.862091732417307e-06
112.216.242.123,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
85.21.144.151,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
213.243.100.67,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
88.198.12.195,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
193.0.12.108,0.0,8.0,0.0,2.0,0,0.0,0.0,1.3231325110653517e-06
195.50.193.163,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
95.128.161.3,0.0,4.0,0.0,2.0,0,0.0,0.0,9.012641742039355e-07
67.221.178.53,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
192.115.141.253,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
64.18.8.208,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
207.126.144.247,0.0,28.0,0.0,7.0,0,0.0,0.0,3.4324741953724343e-06
77.234.201.78,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
192.36.135.107,0.0,8.0,0.0,2.0,0,0.0,0.0,1.3231325110653517e-06
82.179.244.244,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
78.46.173.129,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
178.236.177.100,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
193.0.12.232,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
92.241.179.104,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
217.24.176.230,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.146.65.20,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
193.189.249.157,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
188.190.97.30,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
82.146.49.76,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
193.176.144.2,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
83.170.91.205,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
83.208.24.26,0.0,4.0,0.0,2.0,0,0.0,0.0,9.012641742039355e-07
178.236.177.66,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
194.146.106.30,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
65.60.45.187,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
212.38.125.4,0.0,26.0,0.0,13.0,0,0.0,0.0,3.221540026941726e-06
213.155.22.96,0.0,11.0,0.0,3.0,0,0.0,0.0,1.6395337637114144e-06
109.206.162.162,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
78.159.115.162,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
217.107.219.170,0.0,84.0,0.0,21.0,0,0.0,0.0,9.338630911432265e-06
130.239.5.114,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267682e-06
203.27.227.61,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
212.176.27.2,0.0,295.0,0.0,72.0,0,0.0,0.0,3.159218568087199e-05
208.43.27.10,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
80.169.63.207,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
99.198.106.66,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.24.128.164,0.0,40.0,0.0,10.0,0,0.0,0.0,4.698079205956684e-06
64.62.211.133,0.0,76.0,0.0,34.0,0,0.0,0.0,8.494894237709432e-06
77.221.157.170,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
208.76.56.1,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
188.72.246.72,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
178.236.177.194,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
209.190.61.19,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.244.245.25,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
195.248.235.8,0.0,28.0,0.0,7.0,0,0.0,0.0,3.4324741953724343e-06
188.72.192.74,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
91.217.21.150,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
82.146.62.207,0.0,52.0,0.0,26.0,0,0.0,0.0,5.963684216540933e-06
87.98.164.164,0.0,6.0,0.0,3.0,0,0.0,0.0,1.1121983426346437e-06
195.146.64.42,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
88.191.64.64,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
65.19.143.3,0.0,128.0,0.0,32.0,0,0.0,0.0,1.3979182616907845e-05
216.82.241.131,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
213.165.64.100,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
188.143.164.2,0.0,21.0,0.0,3.0,0,0.0,0.0,2.6942046058649554e-06
217.118.84.56,0.0,21.0,0.0,2.0,0,0.0,0.0,2.6942046058649554e-06
195.146.67.100,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039354e-07
92.243.65.124,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
95.211.62.187,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
82.147.66.95,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
89.108.71.50,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
212.69.113.6,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
178.162.160.41,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
213.180.204.213,0.0,92.0,0.0,23.0,0,0.0,0.0,1.0182367585155097e-05
78.46.90.36,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
64.70.19.80,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
87.245.156.98,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
216.246.16.236,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
